ParticipantID,NLL,Fitted_lr,Fitted_vunsamp,Fitted_vsamp,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a_bs,Fitted_ndt,Fitted_v_stage_0,Fitted_v_stage_1
39,497.0266600456592,3.2816075195935253,0.4729631250281253,0.5694415585895983,9.444417523833376,4.129059811515752,0.3513618754177441,1.3959720049453892,0.0433366114657742,6.024911440148354,1.8759723988157018
40,497.0207782178617,0.22146416044744033,0.40531552827054407,0.561430991596218,9.80938863187805,3.5432257608159934,0.4699429107521777,0.7731758570633558,0.6658689365419175,5.083099649576006,4.473316453056826
41,-0.3056642039835061,1.2519038844182173,0.6692262105823028,0.37270848619835695,3.6953849492851476,1.130231493618865,0.6473962112813383,1.5046505481858312,0.32260048681211995,1.8947114082041092,1.9596139951259723
42,-0.548695546439321,0.9557066041447083,0.6202604370113305,0.4313953512495367,9.024668599362212,1.9556691149658987,0.5728731682710271,1.511178717279509,0.33684019150443506,0.9280573741833107,0.8892291740121588
43,-0.35374009477423846,1.588466341050496,0.6701692750441,0.3978666323054541,1.3254403537439434,0.67150303165005,0.5635758805356964,1.6742790281476496,0.2705008085028682,3.814729157906391,4.665771709855477
44,-0.6001074694006665,0.7220257383118355,0.5225862246986425,0.3409907930737388,1.8926036364137775,0.4164996287237618,0.6656766431879786,1.5365286834095118,0.2812509566685228,6.631543612339631,7.716826701226531
45,-0.25889457139626154,0.697953222305209,0.5825682047491123,0.2578983758312411,3.333594019634811,0.8374344579640478,0.661779328165853,1.5966957270053548,0.2937953731873649,2.9589477638186272,2.7344961600818487
46,-0.34841016183815643,0.8147366546454388,0.5392373207656449,0.2963135438602099,3.744134084619439,1.2503038905437154,0.6397990421364466,1.8145442457013239,0.3186276447611169,2.1312146593517785,2.5519722995901106
47,-0.7982142705247743,0.6143005548975986,0.5651175830050233,0.4303931483949958,4.340383748525139,1.155599650785042,0.6104534649816429,1.2784976608292442,0.3193476464116358,2.6133206878113167,2.5907409960028196
48,-0.29347381575237513,0.7528023863895273,0.5369298527871116,0.29391245111692993,2.4614952631278393,0.5052737613033649,0.7062267377187724,1.3640479854559597,0.2939058874393596,4.7608044928848505,3.5414743171978675
49,-0.032248557520799144,1.2530129437732227,0.7764835239914581,0.438554268286813,0.8853344664257359,0.2772295433533887,0.6993374091562287,1.380684963844511,0.31122970184091536,10.0,9.271607355179881
50,-0.42155177800309707,0.844609891027315,0.6049203259399694,0.23744324870306346,4.3616613037953105,1.250801585749812,0.7108268428890392,1.7012865998406514,0.30673159299551267,2.276507618253945,2.50197130192271
51,-0.24147130114156487,0.7321779867344371,0.6099550745095877,0.41927735593331833,1.201336515583879,0.5232469897828763,0.7560410602379557,1.5523022568053901,0.29493711605534423,8.20125448332673,5.007668256160979
52,0.271251151430543,0.984861035539395,0.6321935594509456,0.324580084242569,6.363493212704957,1.2524444733594335,0.6984253819016801,1.7137598492786787,0.2805439303709673,1.1269758272992865,1.1638665667822738
53,-0.01910386950469382,0.8270953708715101,0.6544550014549876,0.3312874299714063,1.0194815064954983,0.3036255705911638,0.6175327961004118,1.486137852305631,0.3107996610013878,7.981212518883992,7.348863061129759
54,-0.3586381170069953,1.2177426809248477,0.6334699002952713,0.2816386545475116,2.2328640945611578,0.6702647559287863,0.6098019524638556,1.4570316308201616,0.3157372227594925,3.2920127758756212,3.6466527977333683
55,-0.4892786922777313,1.238160041194761,0.6467616093361283,0.25403769786923686,4.790066283512799,1.5306589210179116,0.6261120795599853,1.4377065253702606,0.2714072598771846,1.5984959156803278,1.651197737255807
56,-0.15346347200920116,0.6804234531911476,0.5762028320042247,0.22285474185606638,5.923330821135742,1.1500370250769112,0.7584336240484087,1.59609846632095,0.23032346960278632,1.851734432812958,1.6485372060600862
57,0.20407198622058684,0.2969236544410381,0.5773520011542504,0.3788916882637368,3.3573188187809797,0.5493326005903332,0.8,1.7038208194488489,0.2615995573523642,3.8847913461177837,4.702804113229301
58,-0.33530041797370813,0.6479631736260665,0.5258397325702494,0.41183067902400183,8.543393844661987,1.2581678274456152,0.7371298245204017,1.2573953653889953,0.32404268881530285,1.579910515768876,1.3791510804803269
59,-0.10496067421833928,0.7893292340682283,0.7155186470290044,0.2965349496982196,2.1781198466068115,0.5396995245647134,0.7126793472870623,1.4746047396952164,0.24384657159238834,4.519003071935623,4.0921887733840325
60,-0.5585154264531332,1.1831882339823108,0.6946007403407011,0.38952380049351903,0.743511753217698,0.38745327524100387,0.4147436619847979,1.616433331731717,0.30189764777835953,7.8949066327565305,8.434655023012786
61,-0.20642329860744255,0.9203160206526559,0.7052889713764215,0.41571474911645345,0.5911959580009176,0.38844681484019117,0.45844316964155657,1.634622636528122,0.29653687594288636,6.845332383039874,10.0
62,-0.417215042502302,0.8684906552684254,0.5918529286066265,0.4748580092768967,3.205981396562956,1.0993859083994555,0.7376531580535858,1.6178020617870716,0.27183203098024744,2.77508990749169,2.8198665058824615
63,-0.27054345119847767,0.48158415987854153,0.575901648350125,0.30627746374395126,2.12030524608971,0.41634391763610795,0.680656864297158,1.5293370971727929,0.3127503300731734,7.200771287531081,7.062102851194707
64,-0.6763756426699419,0.6561014312872447,0.5601316499382112,0.34157485954016586,4.453780555566106,1.0228474041023334,0.5888889049274257,1.525061078545142,0.34891829812988573,2.877307224896532,2.5556924342571756
65,-0.09749985378412647,0.49319098925675464,0.8100220773026298,0.22118949142171837,2.053085038333826,0.49760848232314114,0.7825882096539136,1.512191310299575,0.3329273098926956,6.586067038916553,5.796434784395988
66,-0.596278706312068,1.0329191907022042,0.5505558301690581,0.35727230545290944,8.526539912377363,1.8281083697673888,0.6382130393881665,1.6830650418819966,0.28460812897962917,1.4234910539946393,1.2361858738260818
67,-0.3897110184767272,0.4345924140365963,0.5932895208229303,0.3267344045023238,3.012825113820411,0.4417978925609709,0.8,1.2459921695344223,0.3280265167777825,5.9024525207138705,6.283743189433874
68,-0.02496971654857501,0.9541761125814598,0.7017028238786829,0.4428790397704422,4.862216777774338,1.6775751462240882,0.6738524186368696,1.667647706970582,0.3218595164964456,1.1629091177342339,1.2040321982801505
69,-0.054144945263006256,0.9135365388938497,0.6372267232041342,0.2888438287771906,5.554172413941533,1.6178618667397893,0.7530912355296693,1.8151708911757367,0.285874621593575,1.0775779328980486,1.5323048971243622
70,-0.5411818810795703,0.5643814430014565,0.4646395971051001,0.3044643888503353,3.271433121306181,0.6074282526512922,0.6845245420870443,1.6530738995090044,0.30988895978975434,4.158210899539631,4.769138920915609
71,-0.31785538432079474,2.9136474063275335,0.7544422172228095,0.7185432209343201,0.7273978672996048,1.0160913704902481,0.37186266593143513,1.2300124369055205,0.2637922217250382,2.9242018761569786,2.4135940981091872
72,-0.1649413801543704,0.7072588725319883,0.502876384428739,0.23035961360684692,3.5228724565456235,0.606213474190721,0.7108146272113061,1.6309453016888962,0.34157832296911916,2.948884434417472,3.704574195899791
73,-0.33239582749803914,0.6358885119157551,0.6431791518670295,0.12084370285125885,2.3273922123049364,0.46354561314371223,0.6810782923949803,1.5417050313183076,0.2575782840165745,5.148109421229383,6.011911348067445
74,-0.2925906651817187,0.46456147933020214,0.5825539365441033,0.43928148876147044,7.692246660084499,1.4078550703048645,0.7242450616870327,1.637422926935107,0.25570049536449174,1.6925394091062906,1.9021376761108395
75,-0.263128296832294,0.550276569178994,0.5394741459110554,0.22854324856670463,3.591812472095164,0.9851693311139995,0.7163334971102421,1.606055865362316,0.2918807382525424,2.587305559788358,2.888752662380741
76,1.1006592231101209,0.0,0.9,0.9,0.0,0.0,0.8,0.7646191150268166,0.2689379892887218,0.0,0.0
77,-0.5104043597032952,0.5510211329799336,0.5602269486150429,0.32172688512400793,4.73373809660212,0.8660222423647528,0.7130037515928391,1.419903399138996,0.3015453110459353,3.1399629532046873,2.908590846872343
78,-0.6500280312594379,0.9662602401043009,0.6024253479522875,0.342034356698255,3.145184635374078,0.8942773092937926,0.5239818518000199,1.2870408611298931,0.324887275365391,2.6445132497343673,2.990784604847111
79,-0.5781976368236114,0.7622911795384001,0.599295791978355,0.27936430137832435,1.0230638831114283,0.46634416089683445,0.5601815908847991,1.708649591810055,0.2956974251520221,7.294178338624684,9.567845595370793
80,-0.3913758530585345,1.1098328034105112,0.5172246897071462,0.49853198392677917,2.6063000092092765,0.8770589913526778,0.6702136839224035,1.8435258384915107,0.33343719588211324,3.3083710879950043,2.9880552705393484
